Id,Price
725,160123.46021769772
15856,192594.28848364681
5480,251154.9401531829
15664,345931.0740778113
14275,142245.07357738045
7633,198900.95270989253
13329,172968.21478762
5502,233926.36114183042
4220,290391.3767256189
11538,210804.6020034722
15975,280203.07741209376
3310,217236.09877064222
9286,154986.81863680587
11260,182928.0362324846
5214,107296.14807741911
11307,190769.9599720446
13543,379925.35849832
615,195093.47186607373
3495,219683.1965908738
2321,239027.09129058025
12046,188646.68124215974
16688,139013.27200659353
12694,232492.84209282586
783,150531.30843679287
8968,163998.89304070678
13454,179700.17510847736
12190,245317.400058279
11160,115858.46252899549
10291,195304.1222456288
891,269253.7667297535
2982,179983.20457143735
3818,235831.90780219412
2449,190538.59597473606
8317,166608.39621866422
4922,197348.7336469545
1257,242247.6323748218
9348,197533.87205798394
4176,183708.172951166
10704,174898.1859469895
6624,120485.20402593125
5428,207478.93128072142
12749,181063.96551110738
8994,213975.98539016244
11513,149204.2247016851
3047,187133.09467285033
9519,200516.89346862744
12309,226994.94001891077
14081,286887.10419673385
8334,253672.43269357723
6343,190823.73385501967
14788,128539.92566991484
15748,454077.08722787106
153,249517.84663741628
14149,199518.40643700003
269,191229.02708287808
5452,145952.4092813132
721,167975.72783497305
5079,354644.28189023846
2831,111074.334727012
10614,111717.25562812595
10131,250078.12631391396
9996,271282.89704340696
3061,184521.77246302096
11733,333455.37033989845
3726,271002.9722348189
10929,206640.3939301116
9011,409152.50442981906
16182,301442.07600692776
4976,181649.43455907365
9897,240665.16231024454
1872,152713.01811497976
9205,299198.03437044815
5403,397162.8601415681
14074,198598.93816866484
6268,156498.88739006908
14232,166546.0192383702
8532,220641.49132237746
7034,277851.9703083584
6553,527837.3128092958
3133,177948.76289277046
8596,198358.36359132614
12389,254523.012367328
14462,180191.62768611274
8860,339565.3713006348
8377,278166.0639283287
6367,281443.63605098566
6917,263414.20817922725
4216,182975.90448644056
5806,170385.8110861915
5438,184568.06180733387
6632,208280.53319973883
2650,158492.27036589294
5396,180986.4864264305
4044,148331.42794912192
1345,227585.44326000824
856,190941.22563193206
12791,251415.41680444143
12499,218545.87124937348
12249,127452.92613482906
14641,144806.15740909133
1919,161322.75123183537
7848,198235.8855376302
10749,189217.17071113805
15554,187031.27494395434
15834,143379.80105301572
1355,163089.973177112
15451,180993.76721259544
12401,193234.516827248
10290,170448.65325308536
9462,111397.11452440117
3103,255686.0570330485
3420,125781.81474169379
12262,237521.12067615776
5032,148652.19558834788
8949,300078.3191294802
15567,221986.62157928554
16389,165589.44844536917
7809,89211.35832723124
8990,157556.81512033637
16089,251420.1565348741
12743,97297.04181508314
5132,115365.4058014529
1619,295051.40341271175
2428,95743.23151280696
16741,156599.7577729682
13193,213615.06266870548
12588,503799.8669574825
5067,172808.13396690457
14685,123553.49086914443
2292,168382.80327269825
5746,123297.06923903085
12578,156430.55897069795
14834,162328.7050559204
2147,181777.27433165233
8222,127636.87897345115
10419,271779.9265782004
11492,208623.88851704198
3006,204853.79668029302
8761,196937.53438032125
15371,334852.9319443173
16367,158038.39572491
6317,271393.0275160622
10878,260988.5917426239
3895,145935.98742980842
8041,227015.9390886641
13428,477237.24400814885
14669,166589.20010315263
1006,179112.4072781957
12271,179185.40996262874
3764,416439.3960472851
7675,179256.23509703908
11709,274297.6708407242
8629,162242.79809623316
1105,246523.8355028109
6096,181854.26549726163
11727,211497.564644337
5157,171473.98451875127
3679,151052.18715858788
1755,143452.9590591617
7391,173079.33119960272
7425,101029.06683727
6882,416425.68275134475
10752,366131.7834312136
7472,194400.59238132546
14320,103896.47337340053
9596,161554.564567624
5317,201263.67490425604
7378,88562.15584606724
16154,182118.34369975657
3464,204552.34440528133
4197,237555.77973157782
9477,110575.48977965604
12705,197962.47598233202
16426,201091.0636958408
1481,69573.92785487964
9946,248844.7777040557
12025,211410.1760124398
5341,235722.7737582496
9923,278736.32057169813
7953,310074.04778762074
11066,246080.53176700746
5037,174113.02353019573
2509,188637.76618477437
4937,370786.56205417233
12089,392252.67820611206
4964,177608.22984510404
16500,263014.3490468771
4625,144245.26426067256
2363,402582.8724321362
8148,181259.90839100338
3804,181197.22231394346
4584,153765.82545239475
10694,112074.41924308312
2691,184402.62147408808
2983,228745.87280796265
13563,378654.71651177143
10747,216534.24930492602
1721,212768.4458012338
2789,298649.29249192716
7214,257266.409794311
8659,239444.9612456781
5107,317172.4264586668
3843,240937.36227850826
14610,403772.4544892417
15505,160660.98218958685
5060,269445.1131396465
16055,257997.0993833626
14963,213126.25038809012
4118,139793.50792685678
1672,191682.78434416855
3209,168608.3029229529
16515,147239.12591153607
973,175208.42676636652
12529,183155.57260289445
5896,119216.3138350688
5450,314631.69276886096
3249,166313.5261524819
8911,171695.1648627297
5898,198883.83289009717
1024,175538.14757660058
4766,206822.16969545896
15804,187050.86232209724
14303,212356.9270215457
10707,192007.324548686
6605,201578.68763525848
1138,480697.0326536301
14088,421959.3028403377
9154,184067.51167325606
8190,193937.85949779744
398,285120.0858755019
13302,238597.67834313272
9696,157923.11994262578
16786,122195.14146390276
16230,229028.65935523435
6552,184125.07225183662
923,226192.57022528307
9602,324667.90913335024
5857,259686.37312269182
8120,174404.36883943353
7134,184066.2172030969
11726,165145.00082292673
8069,117540.7558246588
12420,166260.6399400796
8604,198730.70856187004
4854,278206.0598915486
12212,182992.48965393726
12099,327186.43310378166
3882,417613.1782561041
6995,355193.868578311
10172,215667.7669835177
11672,304578.7085392614
12897,281657.5124556181
16097,188508.7241492772
6779,283534.49029574
11199,185171.08586974544
10816,415947.96564949094
143,393755.2829529323
5399,265994.7081427461
3286,140250.35037102381
13706,185794.35497175288
1935,386496.7956839557
16000,206528.6472506779
2860,197188.6813932749
11407,174159.42003278865
16378,289647.9307852493
12278,181261.54213036306
3842,182352.80936124176
2692,327964.4052459196
7699,196799.7984808163
6825,299770.4375161035
7268,333449.81210255926
1477,399502.16979399865
9887,188497.10952099902
9436,186053.7615025753
3179,228328.28122679188
1350,448759.1760586228
10643,209077.32038134674
5793,254030.73712748045
11494,399658.2299138451
4206,180900.59403092283
12419,245045.20978823115
8530,224894.42885009482
5985,118095.26665330153
8908,197160.0808472941
256,118872.04423548953
7234,172880.83255828847
5648,213159.3290596498
3014,219854.04417666822
2184,185056.84755675498
9189,260798.61426215761
14884,189340.12218897752
10333,181724.3899873175
15896,138973.9440967012
13269,140120.84659666193
8603,245261.0048127052
15087,181104.05350572712
4344,205779.7574301801
7981,73203.63729697354
10908,221887.63074875614
6190,154229.81343460115
11742,204392.95593244597
9224,144942.40178132895
14667,206539.81465689986
458,186378.07443434428
2464,333327.17817856587
12320,248112.55134518817
278,206880.79772593055
2912,224268.67401851568
6698,217629.21209994933
4510,112234.18328027066
4183,176048.74659485972
5551,235077.32692709647
12187,188986.78359069637
7948,224668.96871649803
10808,197148.27329764568
12432,173771.77176982546
5356,191079.20039487115
8984,482407.6370250691
9203,183769.38806731944
15412,83674.68718519185
12041,129182.46952902638
7644,223651.22011344542
7071,190769.27234557536
10685,172458.26738604144
6763,327489.64154378034
940,141707.25362314892
14959,184138.6570653507
1338,142996.35417656464
5351,138334.7534713882
6524,190049.22945553545
12516,150904.76962593303
3288,255279.4781990739
3146,233974.79675407775
3954,179043.3971246816
11955,179328.6886653618
1211,223431.07876071648
15668,199930.75091686205
1320,83799.09545453178
9108,171106.91836484437
16482,249838.70705970106
5017,139261.9582981696
8290,200367.44236173065
4304,416498.6318927719
1930,220631.1188659735
12530,166884.3946066185
11295,335222.5859779164
3002,154735.1629182131
15483,174034.7442364918
11525,198085.95624191075
13978,136928.8849862219
4885,186859.67681161597
8325,177646.5957496877
3630,131122.71444890904
9165,170578.18868318773
13945,238463.63034235756
10663,197033.57386632863
14803,177965.24422897317
7621,163944.8093285263
8205,239289.92665929734
10387,209027.84518147502
5457,152193.16345563254
10234,371492.6506769223
6251,178693.1204460432
701,267021.7902291237
7930,187765.3596574817
15028,135351.2151544725
12172,72922.52599351319
5805,173083.11134967723
7411,279401.60422172636
14806,178753.89659803122
7890,171877.12988264087
10440,159490.41994351006
14926,160433.47196728
5381,142583.041343814
3800,405400.9391662741
10511,221850.6129232266
9324,199880.89490021078
3313,226133.44473381498
7351,149353.2712614917
8459,188443.74278773606
9957,127394.93330750108
12024,151942.61457652284
4380,234098.52791739616
5042,136285.10362318243
13289,151826.56255165272
13407,349688.5949525748
13258,145610.30258607861
15993,285789.26914885145
12525,179374.0408910622
4062,223296.03547144827
12065,247047.88929649495
8227,178616.1273389069
11333,171148.69523662303
2867,134264.2080129861
3319,258745.86337397224
3523,342180.89292427717
7055,207407.14291414124
14930,181697.08658826054
3444,130616.80500077474
2940,357609.5982673535
6935,387709.38526110066
16116,417541.7092655144
13370,258404.7003540681
6103,231500.60884006217
7446,186791.3836473739
1859,173178.7958652881
4079,177475.13458763267
3228,159864.10337733765
9665,166596.13068517135
15957,394420.85635876283
11533,171229.22585035226
2314,123507.04880223265
4096,202958.85120319828
13437,171681.7409270959
5980,231407.07579367998
2008,178898.35134383952
6754,187129.6664972232
4129,159514.25826844363
14557,297490.94718292524
7096,301042.8026622772
14297,262104.86344104176
3967,206348.78080476378
16485,112533.01019222428
13075,345965.1333892169
14289,185651.05328972221
10988,160738.330610268
3230,155813.51958479345
13250,170667.2005102338
2559,178187.83234651454
7739,350543.46774343826
7213,168791.67293241023
6639,184002.53307207156
3164,290190.0449161406
15207,170384.04154408697
5113,181692.51052552703
3929,129385.35393278321
14493,238469.84458309307
11110,184182.69322036288
2033,198407.2138925921
16057,211284.77821582294
16709,238924.99406802264
14313,161246.87442022373
1028,283278.79050560354
7187,104800.99237099531
3738,346803.6466996601
9869,323939.03725959116
12644,193200.55835853628
3686,118827.82074163848
9196,277301.597177547
12326,204981.0146351612
4936,222231.4234633921
13314,178936.2357228009
9857,333123.6570742171
519,203949.71331671625
8410,165753.98979143618
1720,168220.74567327864
10341,236882.11746107545
14415,188472.48306264906
10613,280084.727378864
8027,215331.35812463096
15539,281429.5788850511
7431,273445.19275698875
1370,129474.12263757901
12708,163464.73664803832
2250,208954.43415667114
14758,145066.05627059806
8525,364616.70255915704
1538,276835.3096967403
1142,134219.22454976832
1152,236965.37659341987
9802,186928.26010872156
3331,335485.93065218575
15203,183818.04859678607
4247,168269.27495619655
1976,402726.1212690419
2346,182424.3260245386
10078,259909.1299810584
1938,215067.13529566227
7819,166432.2638011193
2168,247122.27561063235
15634,246004.13153829484
8465,244511.36883794222
9313,162447.50438702738
6539,134633.95482670618
6325,104041.30789493877
13442,268776.19368649233
9967,193816.29578074854
7893,197380.15330990378
2861,197385.29441169344
11031,296494.00250319124
15073,128115.0217952907
13837,163681.01674657324
2524,243748.17175439294
8617,210087.45212991114
13513,190929.17582512277
3081,327355.92767354683
10675,403818.6912282099
1907,89767.73363147854
4872,241191.0974646654
16274,442487.6999582577
11837,226082.2628199499
16577,222298.53279471627
5231,308382.43269984267
11315,245419.957242795
273,209182.95479791102
8363,198586.58496928602
4255,207015.86603654898
16330,238729.35679376463
11528,172226.40837673284
14799,282366.60607332556
1611,252910.89608098922
9234,174663.30847226252
1633,108282.70372538231
6791,188043.6571821971
11567,485580.22350574547
3070,240217.675349373
12094,249000.20717806477
14335,304233.2582679526
137,171456.64597411774
7182,164452.49223769607
11718,181348.92448558903
5194,101480.85201560699
97,359527.4290613127
5118,416466.52718066477
13920,274873.4937331151
9952,196488.773172285
15337,195654.1939125013
10243,216162.2078615511
4048,429868.4582277151
171,174410.34030704026
11378,167584.72020161914
14190,172434.2557940292
15265,149317.75646310934
2740,142829.45305574068
5573,261113.67110499874
4481,184974.82982044067
2631,153264.52692239505
4984,255339.44979678525
16466,181271.64709336392
16716,119663.74903521505
15325,185836.62325443877
10115,182139.89864677313
117,493434.95743883215
5476,105775.38048222361
11757,182481.40343480755
12359,121809.57061840294
15546,177004.6387704157
8133,152352.30074686528
9018,319686.95376951655
2075,172076.13507471155
11170,259559.7104861276
15733,214277.3014296579
9280,135021.7890581068
10734,342661.039927359
14071,159338.50807331837
7373,213362.44710491278
14736,171027.17433363982
3458,116809.86374614899
6183,158454.40333729738
7825,224624.40945254997
16775,181340.65062735838
5717,186738.4061723027
12397,136242.13635631636
8189,507816.6255263037
4423,223780.14909543455
3994,159563.76696998364
10342,198027.96389926062
10051,180920.37265829314
9453,144805.66964551565
12593,494483.7619015056
1274,87389.65924025161
6933,403302.6587722464
1761,155215.1072330406
7157,328402.527273708
15169,139605.25276441075
6792,339493.1149101132
13830,183126.77161052075
7240,202297.48936865907
3051,240299.27325851656
6550,111371.61185416422
4603,179961.78107943674
5729,160041.7638703473
13473,322468.2635815049
15104,160419.8591862486
6599,391190.5210522975
2216,249826.34223442242
8721,309006.35867235553
3645,189151.7019786961
8664,213123.7168048284
11001,194872.1191186491
753,162757.0206058003
8129,235371.3819911235
15235,178924.08311216868
3359,220046.17623634252
10424,211416.72995602374
10226,222694.68518803178
9252,205604.54656662204
3008,248867.28701985657
5849,179059.79694204457
8494,171555.652466668
6764,359403.1936727027
12445,303529.2540419947
11716,174146.71842454857
4508,114196.32047710802
5669,203280.5224240635
11427,108293.56071669734
11065,185727.3596957425
8910,218433.8959362324
16401,89046.15367385914
11913,146665.29247960408
6221,208700.87964611538
10839,198653.1075830026
2809,205563.13178055958
13311,166427.83139953573
6866,197611.03810296234
6019,172676.67063481823
3024,162972.92277215573
1391,224497.88226798593
15904,193454.6710833919
15858,293854.57831670257
9911,255461.44818443156
16579,211215.27863340627
4394,283120.8514135136
1468,450230.17578264937
